200980,QD,09,08,2017,	   0.1400
200980,QD,10,08,2017,	   0.1310
200980,QD,11,08,2017,	   0.7620
200980,QD,12,08,2017,	   1.1100
200980,QD,13,08,2017,	   0.6140
200980,QD,14,08,2017,	   0.3980
200980,QD,15,08,2017,	   0.3150
200980,QD,16,08,2017,	   0.5190
200980,QD,17,08,2017,	   0.4650
200980,QD,18,08,2017,	   0.3460
200980,QD,19,08,2017,	   0.4000
200980,QD,20,08,2017,	   0.3040
200980,QD,21,08,2017,	   0.2490
200980,QD,22,08,2017,	   0.2120
200980,QD,23,08,2017,	   0.1850
200980,QD,24,08,2017,	   0.1730
200980,QD,25,08,2017,	   0.1680
200980,QD,26,08,2017,	   0.2460
200980,QD,27,08,2017,	   0.1970
200980,QD,28,08,2017,	   0.1640
200980,QD,29,08,2017,	   0.1490
200980,QD,30,08,2017,	   0.1370
200980,QD,31,08,2017,	   0.1770
200980,QD,01,09,2017,	   0.8650
200980,QD,02,09,2017,	   1.0100
200980,QD,03,09,2017,	   0.5690
200980,QD,04,09,2017,	   0.4730
200980,QD,05,09,2017,	   0.3630
200980,QD,06,09,2017,	   0.3100
200980,QD,07,09,2017,	   0.2870
200980,QD,08,09,2017,	   0.2570
200980,QD,09,09,2017,	   0.2220
200980,QD,10,09,2017,	   0.2050
200980,QD,11,09,2017,	   0.1970
200980,QD,12,09,2017,	   0.1820
200980,QD,13,09,2017,	   0.1660
200980,QD,14,09,2017,	   0.1540
200980,QD,15,09,2017,	   0.2410
200980,QD,16,09,2017,	   0.3510
200980,QD,17,09,2017,	   0.1040
200980,QD,18,09,2017,	   0.1480
200980,QD,19,09,2017,	   0.4110
200980,QD,20,09,2017,	   0.3460
200980,QD,21,09,2017,	   0.3670
200980,QD,22,09,2017,	   0.2820
200980,QD,23,09,2017,	   0.1540
200980,QD,24,09,2017,	   0.2060
200980,QD,25,09,2017,	   0.5340
200980,QD,26,09,2017,	   0.5080
200980,QD,27,09,2017,	   0.4120
200980,QD,28,09,2017,	   0.3580
200980,QD,29,09,2017,	   0.2800
200980,QD,30,09,2017,	   0.2500
200980,QD,01,10,2017,	   0.2590
200980,QD,02,10,2017,	   0.2320
200980,QD,03,10,2017,	   0.4590
200980,QD,04,10,2017,	   0.4320
200980,QD,05,10,2017,	   0.4850
200980,QD,06,10,2017,	   0.4010
200980,QD,07,10,2017,	   0.2480
200980,QD,08,10,2017,	   0.3800
200980,QD,09,10,2017,	   0.3820
200980,QD,10,10,2017,	   0.3870
200980,QD,11,10,2017,	   0.3360
200980,QD,12,10,2017,	   0.1300
200980,QD,13,10,2017,	   0.0986
200980,QD,14,10,2017,	   0.1590
200980,QD,15,10,2017,	   0.1790
200980,QD,16,10,2017,	   0.1510
200980,QD,17,10,2017,	   0.1290
200980,QD,18,10,2017,	   0.1230
200980,QD,19,10,2017,	   0.1400
